Category, Entry
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"MADISON TEACHER, THE (m) Irreg. Box 149, Bascom Hall., Madison, Wis. Official organ Local No. 223, American Federation of Teachers. AFL. Est. 1938, 4 cols., 4 pp. David Erdman, ed. Local labor news, local and national general news. Local ads. 2,500 circ., publisher's report."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION LABEL NEWS (m) 1st of mo. Labor Temple, Madison, Wis. Official organ Madison Federation of Labor. AFL. Est. 1938, 3 cols., 6 pp. av. S. A. Yeager, sec. Local and national labor news. Book Reviews. Local ads, classified ads. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"WISCONSIN STATE EMPLOYEE, THE (m) 1st of mo. 448 W. Washington Ave., Madison, Wis. Offi cial organ Wisconsin State Employees' Association. AFL. Est. 1932, 8 by, 11 in., 18 pp. av., $1 per yr., 15c per issue. R. E. Kubista, ed. Local and national labor news. Local ads. Uses mats. 2,633 paid circ., sworn statement, 2,367 free circ., sworn statement."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION BAKER NEWS, THE (m) 1st of mo. 1126 W. Walnut St., Milwaukee, Wis. Official organ The Bakery Workers Union, Local 205. AFL. Est. 1939, 4 cols., 4 pp. Fred Kuntz, ed. Local labor news. Local ads. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"WISCONSIN UNION TEACHER, THE (f) 1st and 15th of mo. 615 N. Plankinton Aye., Milwaukee. Official organ The Wisconsin Federation of Teachers. AFL. Est. 1938, 5 cols., 4 pp. J. L. Fitzpatrick, ed. Local and national labor and general news. Local ads."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"RACINE DAY, THE (w) Fri. 507 Park Ave., Racine, Wis. Official organ Racine Central Trades and Labor Council. AFL. Est. 1935, 5 cols., 12 pp., $1.50 per yr., 5c per issue. Local and national labor and general news. Consumers notes, radio, comics, movies. Local and national ads. 11,972 circ., esti mated. FP."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"WYOMING LABOR JOURNAL (w) Fri. Cheyenne, Wyo. Wyoming Labor Journal Publishing Co., pubr. AFL. Est. 1911, 5 cols., 8 pp., $1 per yr. Local and national labor and general news. Consumers notes. Local and national ads. Uses mats. 7,500 circ., estimated. ILNS, AFLWNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS,"C. I. O. NEWS, THE: National Edition (w) Mon. Edit. add., 1106 Connecticut Ave. N. W., Washing ton, D. C. Pubn. add., 1512 Walnut St., Philadel phia, Pa. Official organ Congress of Industrial Or ganizations. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Len De Caux, ed. National labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS,"ECONOMIC OUTLOOK, THE (m) 1st of mo. Edit. add., 1106 Connecticut Ave. N. W., Washington, D. C. Pubn. add., 1512 Walnut St., Philadelphia, Pa. Offi cial organ Congress of Industrial Organizations, Un employment Division. CIO. Est. 1940, 2 cols., 4 pp. Ralph Hetzel, Jr., director. National labor and general news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS,"UNION NEWS SERVICE (w) Fri. 1106 Connecticut Ave. N. W., Washington, D. C. Official organ Con gress of Industrial Organizations. CIO. Est. 1936, 7 cols., 1 p. Len De Caux, ed. Columnist: Len De Caux. National labor and general news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"ACA NEWS (f ) Sat. Edit. add., 10 Bridge St., New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ American Communications Asso ciation. CIO. Est. 1939, 5 cols., 8 pp., $1 per yr., 3c per issue. Charles Silberman, ed. Local and na tional labor news. Local ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"ADVANCE, THE (m) 1st of mo. 15 Union Square, New York, N. Y. Official organ Amalgamated Clothing Workers of America. CIO. Est. 1917, 3 cols., 32 pp., $1 per yr., 10c per issue. J. B. S. Hardman, ed. Local and national labor and general news. Movies, book reviews, sports. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"AMALGAMATED JOURNAL, THE (w) Thur. 500 S. Main St., Pittsburgh, Pa. Official organ Amal gamated Association of Iron, Steel and Tin Workers of North America. CIO. Est. 1900, 4 cols., 24 pp., $1.50 per yr., 5c per issue. L. W. Davis, ed. Col. umnist: G. L. Knapp. Local and national labor news. Women's Page. Local and national ads. Uses mats. ILP, AFLWNS, ILNS, UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"AMERICAN MARINE ENGINEER, THE (m) 10th of mo. 9th and Mt. Vernon Place, N. W., Washing ton, D. C. Official organ National Marine Engineers' Beneficial Association. CIO. Est. 1907, 9 by 12 in., 16 pp., $1.50 per yr. A. L. Jones, ed. Local and national ads. Uses mats. 6,355 circ., sworn state ment."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"CARPET AN DRUG NOTES (f). 44 East 23rd St., New York City, N. Y. Official organ Textile Work ers Union of America. CIO. Est. 1938, 8V2 by H in., 6 pp. Local and national labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THEÌà®ÕÌÒ Aluminum Workers Edition (w) Mon. Edit, add., 1106 Connecticut Ave. N. W., Washington, D. C. Pubn. add., 1512 Walnut St., Philadelphia, Pa. Official organ Aluminum Work ers of America. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Len De Caux, ed. National labor and general news. Comics, sports. Local and national ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THEÌà®ÕÌÒ F. A. E. C. T. Edition (w) Mon. Edit, add., 1106 Connecticut Ave. N. W., Washing ton, D C. Pubn add., 1512 Walnut St., Philadelphia, Pa. Official organ Federation of Architects, Engi neers, Chemists and Technicians. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Len De Caux, ed. Columnist: Len De Caux. National labor and general news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THE ; Farm Equipment Workers (w) Mon. Edit. add., 1106 Connecticut Ave. N. W., Wash ington, D. C. Pubn. add., 1512 Walnut St., Phila delphia, Pa. Official organ Farm Equipment Work ers Organizing Committee. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Len De Caux, ed. Columnist : Len De Caux. National labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THE ; Gas, Coke and Chemical Work ers Edition (w) Tues. Edit, add., 1106 Connecticut Ave. N. W., Washington, D. C. Pubn. add., 216 E. Locust St., Harrisburg, Pa. Official organ Gas, Coke and Chemical Workers Union of the United Mine Workers of America. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Len De Caux, ed. National labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THE; Glass Workers' Edition (w) Mon. Edit, add., 1106 Connecticut Ave. N. W., Wash ington, D. C. Pubn. add., 1512 Walnut St., Phila delphia, Pa. Official organ Federation of Flat Glass Workers of America. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Len De Caux, ed. National labor and general news. No ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THE ; Mine, Mill and Smelter Work ers Edition (w) Mon. 303 Railway Exchange Bldg., Denver, Colo. Official organ International Union of Mine, Mill and Smelter Workers. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. A. S. Embree, ed. Columnist: Len De Caux. Local and national labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THE ; P. W. O. C. Edition (w) Mon. Edit. add., 205 W. Wacker Dr., Chicago, Ill. Pubn. add., 1512 Walnut St., Philadelphia, Pa. Official organ Packinghouse Workers Organizing Committee. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. L. O'Rear, ed. Columnist : Len De Caux. Local and national labor news. No ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, RETAIL EMPLOYEE, THE (w) Mon. Edit, add., 152 W. 42nd St., New York, N. Y. Pubn. add., 1512 Walnut St., Philadelphia, Pa. Official organ United Retail and Wholesale Employees of America. Est. 1938, 5 cols., 14 pp. av., $1 per yr., 3c per issue. A. G. Delman, ed. National labor and general news. Local and national ads., classified ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"C. I. O. NEWS, THE; Shoe Workers' Edition (w) Mon. 917 15th St. N. W., Washington, D. C. Official organ United Shoe Workers of America. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Leo Goodman, ed. Columnist: Len De Caux. Local and national labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"FEDERAL RECORD (f) Fri. Edit, add., 532 17th St. N. W., Washington, D. C. Pubn. add., 1512 Wal nut St., Philadelphia, Pa. Official organ United Federal Workers of America. CIO. Est. 1937, 5 cols., 8 pp., 60c per yr., 5c per issue. Lewis Car- liner, ed. Local and national labor news, national general news. Movies, consumers' guide. Local ads. Uses mats. 15,000 circ., estimated. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"FUR AND LEATHER WORKER (m) 1st of mo. 251 4th Ave., New York, N. Y. Official organ Inter national Fur Workers Union of the United States and Canada. CIO. Est. 1938, 5 cols., 12 pp., 52c per yr., 5c per issue. George Kleinman, ed. Local and national labor and general news. Sports. Local ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"FURNITURE WORKERS PRESS (w) Sat. Edit, add., 1133 Broadway, New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ United Furniture Workers of America. CIO. Est. 1937, 5 cols., $1 per yr. Victor Levitt, ed. 12,903 circ., sworn statement. UNS, FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"GOVERNMENT GUIDE (m) 1st of mo. 2 Lafayette St., New York N. Y. Organ State, County and Mu nicipal Workers of America. CIO. Est 1939, 8% by 11% in., 16 pp., $1 per yr., 10c per issue. Alex ander Taylor, ed. Local and national labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"GUILD REPORTER, THE (f) 1st and 15th of mo. 1560 Broadway, New York, N. Y. Official organ American Newspaper Guild. CIO. Est. 1933, 5 cols., 8 pp., $2 per yr., 10c per issue. Clyde Beals, ed. Local and national labor news. Drama. Local ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"HOSIERY WORKER, THE (f) 2nd and 4th weeks. 2319 N. Broad St., Philadelphia, Pa. Official organ The American Federation of Hosiery Workers. CIO. Est. 1922, 5 cols., 8 pp., $1 per yr., 5c per issue."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"Alfred Hoffmann, ed. Columnist: Henry Zon. Local and national labor news. Comics. No ads. Uses mats. 55,000 circ., estimated."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"INDUSTRIAL LEADER, THE (w) Fri. 241 N. Liberty St., Winston-Salem, N. C. Organ Textile Workers Union of America. CIO. Est. 1935, 5 cols., 4 pp., $1 per yr., 5c per issue. W. T. Bradford, ed. Local and national labor news. Local ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"NEW VOICES (m) 1st of mo. 104 E. 9th St., New York, N. Y. Official organ United Wholesale and Warehouse Employees of New York. CIO. Est. 1934, 5 cols., 8 pp., $1 per yr., 10c per issue. Jack Paley, ed. Local and national labor news, local general news. Sports. Local ads. Uses mats. 6,000 circ., estimated. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"OFFICE AND PROFESSIONAL NEWS (m) 1st of mo. Edit. add., 8 W. 40th St., New York, N. Y. Pubn. add., 220 Fifth Ave., New York, N. Y. Offi cial organ United Office and Professional Workers of America. CIO. Est. 1934, 5 cols., 8 pp., 50c per yr., 5c per issue. W. P. Mangold, ed. Local and na tional labor news. Local ads. Book Reviews. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"PEOPLE'S PRESS, Dyers Federation Edition (w) Sat. Edit. add., 18 Church St., Patterson, N. J. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ Federation of Dyers, Finishers, Printers and Bleachers of America. CIO. Est. 1937, 5 cols., $1 per yr. Cameron Mackenzie, ed. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"PILOT, THE (w) Fri. 126 11th Ave., New York, N. Y. Official organ National Maritime Union of America. CIO. Est. 1936, 5 cols., 24 pp., $2 per yr., 5c per issue. Corby Paxton, ed. Columnist: Len De Caux. Local and national labor news, na tional general news. Local and national ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"RAYON YARN NOTES (m) 15th of mo. 14 E. 23rd St., New York, N. Y. Official organ Textile Workers Union of America. CIO. Est. 1938, 8i/2 by 11 in., 5 pp. Local and national labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"SHAPE UP (m) 1st of mo. 152 W. 42nd St., New York, N. Y. Official organ International Longshore men's Association. CIO. Est. 1932, 3 cols., 4 pp., $1 per yr., 2c per issue. Local and national labor news. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"SHIPYARD WORKER, THE (f) Fri. 2332 Broad way, Camden, N. J. Organ The Industrial Union of Marine and Shipbuilding Workers of America. CIO. Est. 1937, 5 cols., 8 pp., $1 per yr. S. J. Kramer, ed. Columnist: Len De Caux. Local and national labor news. Consumers' advice. Local and national ads, want ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"SLAUGHTERING & MEAT PACKING LABOR NOTES (m) 1st of mo. 4758 S. Marshfield, Chi cago, Ill. Official organ Packing Workers Organizing Committee. CIO. Est. 1939, 8i/2 by 11 in., 3 pp. Cy Record, ed. National labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"STEEL LABOR (m) 1st of mo. 2457 E. Washington St., Indianapolis, Ind. Official organ The Steel Work ers Organizing Committee. CIO. Est. 1936, 4 cols., 8 pp., 25c per yr. Vincent Sweeney, ed. Local and national labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"SYNTHETIC YARN NOTES (f). 44 East 23d St., New York City, N. Y. Official organ Textile Workers Union of America. CIO. Est. 1938, Sy2 by 11 in., 6 pp. Local and national labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"TECHNICAL AMERICA (m) 1st of mo. 116 E. 16th St., New York, N. Y. Official organ Federation of Architects, Engineers, Chemists, and Technicians. CIO. Est. 1934, 9 by 12 in., 19 pp. av., $1 per yr., 15c per issue. Allen Morris, Beryl Gilman, eds. Local and national labor news. National general news. Book reviews. Local and national ads ; classified ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"TEXTILE FACTS (b-m) Wed. 44 E. 23d St., New York, N. Y. Official organ Textile Workers Union of America. CIO. Est. 1935, 8i/2 by 11 in., 8 pp. av. Local and national labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"TIMBER WORKER, THE (w) Thur. 4128 Arcade Bldg., Seattle, Wash. Official organ International"
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"Woodworkers of America. CIO. Est. 1935, 8 cols., 4 pp. av., $2 per yr. K. L. Pettus ed. Local and national labor and general news. Sports, radio, book reviews. Local and national ads. Uses mats. 24,356 circ., sworn statement. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"TRANSPORT BULLETIN (m) 1st of mo. 153 W. 64th St., New York, N. Y. Official organ Transport Workers Union of America. CIO. Est. 1934, 5 cols., 16 pp. M. H. Forge, ed. Columnist : Len De Caux. Local and national labor and general news. Con sumers' notes, sports, Ladies Auxiliary page. Local ads. Uses mats. 56,000 circ., estimated. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UCAPAWA NEWS (m) 1st of mo. Edit. add., Tivoli Bldg., Washington, D. C. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ United Cannery, Agriculture, Packing and Allied Workers of America. CIO. Est. 1939, 3 cols., 16 pp., $1 per yr. Elinor Curtis, ed. Local and national labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"U. E. NEWS, DISTRICT 4 EDITION (w) Sat. Edit. add., 1133 Broadway, New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ United Electrical, Radio and Machine Workers of America. CIO. Est. 1939, 5 cols., 8 pp., $1 per yr., 3c per issue. Local and national general news. Con sumer notes. Local ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"U. E. NEWS, NATIONAL EDITION (w) Sat. Edit. add., 1133 Broadway, New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ The United Electrical, Radio and Machine Workers of America. CIO. Est. 1939, 5 cols., 8 pp., $1 per yr., 3c per issue. Julius Emspak, ed. National labor and general news. Consumers' notes, women's page. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UNITED AUTOMOBILE WORKER (w). Wed. 281 W. Grand Blvd., Detroit, Mich. Official organ In ternational Union, United Automobile Workers of America. CIO. Est. 1937, 5 cols., 8 pp., 60c per yr., 5c per issue. Local and national labor news. Na tional general news. Sports, women's auxiliary. No ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UNITED AUTOMOBILE WORKER, CALIFORNIA EDITION (w) . 823i/2 W. Pice Blvd., Los Angeles, Calif. Official organ United Automobile Workers of America. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UNITED MINE WORKERS JOURNAL (f) 1st and 15th of mo. Washington, D. C. Official organ The United Mine Workers of America. CIO. Est. 1891, 9i/2 by 12i/2 in., 24 pp., $1 per yr. Ellis Searles, ed. Local and national labor news. No ads. Uses mats. 378,225 circ., publisher's report."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UNITED RUBBER WORKER (m) 1st of mo. 503 United Bldg., Akron, Ohio. Official organ United Rubber Workers of America. CIO. Est. 1935, 5 cols., 8 pp., $1 per yr., 5c per issue. S. H. Dalrymple, ed. National labor news. Sports, consumers notes. No ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UOPWA NEWS (m) 1st of mo. Edit, add., 8 W. 40th St., New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ United Office and Professional Workers of America. CIO. Est. 1935, 5 cols., 8 pp., 50c per yr., 5c per issue. Hy Kravif, ed. Local and national labor news. National general news. Sports, book reviews. Local and national ads. Uses mats. 45,000 circ., estimated. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS NATIONAL AND INTERNATIONAL UNIONS,"UTILITY POST (m) 1st of mo. 147 4th Ave., New York, N. Y. Official organ Amalgamated Utility Workers. CIO. Est. 1938, 5 cols., 8 pp., 5c per issue. F. E. Delude, ed. Local and national labor news. Local and national ads. Uses mats. 25,000 circ., estimated."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ALABAMA NEWS DIGEST, THE (w) Thur. 624 Comer Bldg., Birmingham, Ala. Official organ Ala bama Industrial Union Council. CIO. Est. 1934, 8 cols., 6 pp., $2 per yr., 5c per issue. E. T. O'Con- nell, ed. Local and national labor and general news. Local ads. Uses mats. 7,500 circ., estimated. FP, UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"UNION NEWS, THE (w) Thur. Jasper, Ala. Official organ District 20, United Mine Workers of America and Central Labor Union. CIO. Est.1934, 6 cols., $1.50 per yr. Bernard Guthrie, ed. Local and na tional labor news. Local ads. Uses mats. 3,500 circ., estimated. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"LABOR JOURNAL, THE (w) Fri. Edit. add., 1108% Garrison Ave., Ft. Smith, Ark. Pubn. add., Paris, Ark. Official organ Arkansas State Industrial Union Council, and Fort Smith Labor Council. CIO. Est. 1938, 7 cols., 4 pp., $1 per yr., 5c per issue. Tom Bowlin, ed. Local and national labor news. Local and national ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"NORTHERN CALIFORNIA FREE PRESS AND UNION LABOR NEWS (w) Wed. Edit. add., Box 186, Crescent City, Calif. Pubn. add., Crescent City, Calif. Official organ Del Norte Industrial Union Council, Eureka Central Labor Council, Fort Bragg"
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"Timber Workers. CIO. Est. 1937, 7 cols., 4 pp., $1.50 per yr. E. F. Benedict, ed. Columnist: Len De Caux. Local and national labor news. Local general news. Local ads. 2,500 circ., estimated. UNS, FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"CALIFORNIA OIL WORKER (f ) Thur. 1005 E. 6th St., Long Beach, Calif. Official organ District No. 1, Oil Workers International Union. Est. 1934, 8 cols., 5 pp. av., $1 per yr., 5c per issue. Franklyn E. Wolfe, ed. Columnists: Len De Caux, Henry Zon. Local and national labor news. National general news. Sports. Local ads. Classified ads. Uses mats. ILNS, F(P, UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"INDUSTRIAL UNIONIST, THE (w) 310 Currier Bldg., Los Angeles, Calif. Official organ Los Angeles Industrial Union Council. CIO. Est. 1927. Tom Cullen, ed. Local ads. Uses mats. 10,000 circ., estimated. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"I. L. A. BULLETIN, THE (Irreg.). Ferry, P. O. Box 3395, San Francisco, Calif. Official organ Interna tional Longshoremen's Association, Local 38-79. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"LABOR HERALD, THE (w) Thur. 593 Market St., San Francisco, Calif. Official organ Northern Cali fornia Congress of Industrial Organizations and the Industrial Union Councils of San Francisco, Alameda County, Contra Costa County and Sacramento County. CIO. Est. 1937, 8 cols., 4 pp., $1.50 per yr., 5c per issue. W. H. Grattan, ed. Columnist: Len De Caux. Local and national labor and general news. Local ads. Uses mats. 21,000 circ., sworn statement."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"VOICE OF THE FEDERATION (w) Thur. 24 Cali fornia St., San Francisco, Calif. Official organ The Maritime Federation of the Pacific Coast. CIO. Est. 1935, 8 cols., 8 pp., $2.50 per yr., 5c per issue. A. Wilson ass't. ed. Local and national labor and general news. Local and national ads. Uses mats. 17,000 circ., estimated."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"TORRENCE UNION WORKER (b-m). 2027 Andreo St., Torrence, Calif. Official organ Locals 1414 and 1623 Steel Workers Union. CIO. Est. 1937. K. C. Beight, ed. Local ads. Uses mats. 1,500 circ., esti mated. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. P. L. NEWS (m) 1st of mo. 155 N. Clark St., Chicago, Ill. Official organ State, County and Munic ipal Workers of America, Local 88. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"SEMI-MONTHLY, THE (f ) 1st and 15th of mo. 121 7th St., Rockford, Ill. Official organ Local No. 225, United Automobile Workers of America. CIO. Est. 1939, 8 by 11 in., 8 pp. av. Robert Totten, ed. Local labor news. Local ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. NEWS, BALTIMORE EDITION (w) Mon. Edit. add., 106 S. Gay St., Baltimore, Md. Pubn. add., 1512 Walnut St., Philadelphia, Pa. Official or gan Baltimore Industrial Union Council. CIO. Est. 1939, 5 cols., 8 pp., $1 per yr., 3c per issue. Fred d'Avila, ed. Columnist: Len De Caux. Local and national labor news. Local ads. Uses mats. FP, UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"WESTERN MARYLAND INDUSTRIAL VOICE OF LABOR (f ) Thur. P. O. Box 299, Cumberland, Md. Official organ Western Maryland Industrial Council. CIO. Est. 1938, 8 cols., 4 pp., $1 per yr., 2c per issue. Local and national labor news. Local general news. Local ads. Uses mats. 12,500 circ., estimated."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ELECTRICAL UNION NEWS (w) Thurs. 819 West ern Ave., Lynn, Mass. Official organ Local No. 201, United Electrical, Radio and Machine Workers of America. CIO. Est. 1935, 5 cols., 8 pp., 2c per issue. Alfred Coulthard, ed. Local and national labor news. Consumers notes. Local ads. Uses mats. 7,000 circ., estimated. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ELECTRICAL EMPLOYEE. 32 Stevens St., Spring field, Mass. Official organ United Electrical, Radio and Machine Workers of America. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"CHRYSLER FACTS (irreg.). 281 W. Grand Blvd., Detroit, Mich. Official organ Chrysler Workers, UAWA-CIO. Est. 1939, 4 cols., 4 pp. Local labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. NEWS, MICHIGAN EDITION (w) Mon. 803 Hofmann Bldg., Detroit, Mich. Official organ Michi gan State Industrial Union Council. CIO. Est. 1938, 5 cols., 12 pp., $1 per yr., 3c per issue. Frank Winn, ed. Columnist: Len De Caux. Local and national labor news. Local and national ads. Uses mats. FP."
